step 28100, idx 48960, training accuracy 0.59375, cross entropy is 1.01993(0.016 sec/batch=32 images) 
step 28200, idx 2144, training accuracy 0.65625, cross entropy is 0.820815(0.016 sec/batch=32 images) 
step 28300, idx 5344, training accuracy 0.8125, cross entropy is 0.542035(0.016 sec/batch=32 images) 
step 28400, idx 8544, training accuracy 0.8125, cross entropy is 0.525508(0.016 sec/batch=32 images) 
step 28500, idx 11744, training accuracy 0.59375, cross entropy is 0.985349(0.016 sec/batch=32 images) 
step 28600, idx 14944, training accuracy 0.53125, cross entropy is 1.1787(0.016 sec/batch=32 images) 
step 28700, idx 18144, training accuracy 0.5625, cross entropy is 1.06436(0.016 sec/batch=32 images) 
step 28800, idx 21344, training accuracy 0.71875, cross entropy is 0.705015(0.016 sec/batch=32 images) 
step 28900, idx 24544, training accuracy 0.71875, cross entropy is 0.679368(0.016 sec/batch=32 images) 
step 29000, idx 27744, training accuracy 0.75, cross entropy is 0.591843(0.016 sec/batch=32 images) 
step 29100, idx 30944, training accuracy 0.65625, cross entropy is 0.90524(0.017 sec/batch=32 images) 
step 29200, idx 34144, training accuracy 0.625, cross entropy is 0.907071(0.016 sec/batch=32 images) 
step 29300, idx 37344, training accuracy 0.59375, cross entropy is 1.25981(0.016 sec/batch=32 images) 
step 29400, idx 40544, training accuracy 0.5625, cross entropy is 1.01232(0.016 sec/batch=32 images) 
step 29500, idx 43744, training accuracy 0.65625, cross entropy is 0.864872(0.017 sec/batch=32 images) 
step 29600, idx 46944, training accuracy 0.5625, cross entropy is 1.03618(0.017 sec/batch=32 images) 
step 29700, idx 128, training accuracy 0.75, cross entropy is 0.595571(0.017 sec/batch=32 images) 
step 29800, idx 3328, training accuracy 0.65625, cross entropy is 0.82374(0.016 sec/batch=32 images) 
step 29900, idx 6528, training accuracy 0.5625, cross entropy is 1.06007(0.016 sec/batch=32 images) 
step 30000, idx 9728, training accuracy 0.75, cross entropy is 0.625629(0.017 sec/batch=32 images) 
step 30100, idx 12928, training accuracy 0.75, cross entropy is 0.597163(0.017 sec/batch=32 images) 
step 30200, idx 16128, training accuracy 0.6875, cross entropy is 0.748545(0.016 sec/batch=32 images) 
step 30300, idx 19328, training accuracy 0.71875, cross entropy is 0.653981(0.016 sec/batch=32 images) 
step 30400, idx 22528, training accuracy 0.71875, cross entropy is 0.729818(0.016 sec/batch=32 images) 
step 30500, idx 25728, training accuracy 0.59375, cross entropy is 1.03399(0.017 sec/batch=32 images) 
step 30600, idx 28928, training accuracy 0.75, cross entropy is 0.608083(0.016 sec/batch=32 images) 
step 30700, idx 32128, training accuracy 0.625, cross entropy is 0.902335(0.016 sec/batch=32 images) 
step 30800, idx 35328, training accuracy 0.75, cross entropy is 0.636371(0.016 sec/batch=32 images) 
step 30900, idx 38528, training accuracy 0.625, cross entropy is 1.02962(0.016 sec/batch=32 images) 
step 31000, idx 41728, training accuracy 0.625, cross entropy is 0.891932(0.016 sec/batch=32 images) 
step 31100, idx 44928, training accuracy 0.71875, cross entropy is 0.696839(0.016 sec/batch=32 images) 
step 31200, idx 48128, training accuracy 0.875, cross entropy is 0.309938(0.016 sec/batch=32 images) 
step 31300, idx 1312, training accuracy 0.65625, cross entropy is 0.831817(0.016 sec/batch=32 images) 
step 31400, idx 4512, training accuracy 0.6875, cross entropy is 0.852471(0.016 sec/batch=32 images) 
step 31500, idx 7712, training accuracy 0.78125, cross entropy is 0.566821(0.017 sec/batch=32 images) 
step 31600, idx 10912, training accuracy 0.65625, cross entropy is 0.819601(0.016 sec/batch=32 images) 
step 31700, idx 14112, training accuracy 0.65625, cross entropy is 0.820742(0.016 sec/batch=32 images) 
step 31800, idx 17312, training accuracy 0.5, cross entropy is 1.17351(0.017 sec/batch=32 images) 
step 31900, idx 20512, training accuracy 0.5, cross entropy is 1.16011(0.017 sec/batch=32 images) 
step 32000, idx 23712, training accuracy 0.65625, cross entropy is 0.88044(0.016 sec/batch=32 images) 
step 32100, idx 26912, training accuracy 0.5625, cross entropy is 1.08561(0.016 sec/batch=32 images) 
step 32200, idx 30112, training accuracy 0.65625, cross entropy is 0.838327(0.016 sec/batch=32 images) 
step 32300, idx 33312, training accuracy 0.46875, cross entropy is 1.33549(0.016 sec/batch=32 images) 
step 32400, idx 36512, training accuracy 0.8125, cross entropy is 0.479466(0.016 sec/batch=32 images) 
step 32500, idx 39712, training accuracy 0.59375, cross entropy is 0.956427(0.016 sec/batch=32 images) 
step 32600, idx 42912, training accuracy 0.625, cross entropy is 0.933684(0.016 sec/batch=32 images) 
step 32700, idx 46112, training accuracy 0.75, cross entropy is 0.593161(0.016 sec/batch=32 images) 
step 32800, idx 49312, training accuracy 0.625, cross entropy is 0.980227(0.016 sec/batch=32 images) 
step 32900, idx 2496, training accuracy 0.75, cross entropy is 0.638931(0.016 sec/batch=32 images) 
step 33000, idx 5696, training accuracy 0.59375, cross entropy is 0.982765(0.016 sec/batch=32 images) 
step 33100, idx 8896, training accuracy 0.6875, cross entropy is 0.753805(0.017 sec/batch=32 images) 
step 33200, idx 12096, training accuracy 0.625, cross entropy is 0.896837(0.016 sec/batch=32 images) 
step 33300, idx 15296, training accuracy 0.75, cross entropy is 0.664013(0.017 sec/batch=32 images) 
step 33400, idx 18496, training accuracy 0.625, cross entropy is 0.979816(0.016 sec/batch=32 images) 
step 33500, idx 21696, training accuracy 0.59375, cross entropy is 0.973054(0.016 sec/batch=32 images) 
step 33600, idx 24896, training accuracy 0.4375, cross entropy is 1.3252(0.017 sec/batch=32 images) 
step 33700, idx 28096, training accuracy 0.59375, cross entropy is 0.980711(0.016 sec/batch=32 images) 
step 33800, idx 31296, training accuracy 0.6875, cross entropy is 0.823366(0.017 sec/batch=32 images) 
step 33900, idx 34496, training accuracy 0.75, cross entropy is 0.72217(0.017 sec/batch=32 images) 
step 34000, idx 37696, training accuracy 0.6875, cross entropy is 0.824978(0.016 sec/batch=32 images) 
step 34100, idx 40896, training accuracy 0.625, cross entropy is 1.01038(0.017 sec/batch=32 images) 
step 34200, idx 44096, training accuracy 0.625, cross entropy is 0.892291(0.016 sec/batch=32 images) 
step 34300, idx 47296, training accuracy 0.75, cross entropy is 0.590193(0.016 sec/batch=32 images) 
step 34400, idx 480, training accuracy 0.6875, cross entropy is 0.776593(0.016 sec/batch=32 images) 
step 34500, idx 3680, training accuracy 0.71875, cross entropy is 0.669507(0.017 sec/batch=32 images) 
step 34600, idx 6880, training accuracy 0.5625, cross entropy is 1.05709(0.016 sec/batch=32 images) 
step 34700, idx 10080, training accuracy 0.59375, cross entropy is 0.945755(0.016 sec/batch=32 images) 
step 34800, idx 13280, training accuracy 0.71875, cross entropy is 0.70251(0.016 sec/batch=32 images) 
step 34900, idx 16480, training accuracy 0.625, cross entropy is 0.936882(0.016 sec/batch=32 images) 
step 35000, idx 19680, training accuracy 0.71875, cross entropy is 0.661154(0.017 sec/batch=32 images) 
step 35100, idx 22880, training accuracy 0.6875, cross entropy is 0.831884(0.016 sec/batch=32 images) 
step 35200, idx 26080, training accuracy 0.625, cross entropy is 0.901411(0.016 sec/batch=32 images) 
step 35300, idx 29280, training accuracy 0.5625, cross entropy is 1.03688(0.017 sec/batch=32 images) 
step 35400, idx 32480, training accuracy 0.78125, cross entropy is 0.555614(0.017 sec/batch=32 images) 
step 35500, idx 35680, training accuracy 0.75, cross entropy is 0.5589(0.016 sec/batch=32 images) 
step 35600, idx 38880, training accuracy 0.5625, cross entropy is 1.01908(0.017 sec/batch=32 images) 
step 35700, idx 42080, training accuracy 0.6875, cross entropy is 0.930107(0.016 sec/batch=32 images) 
step 35800, idx 45280, training accuracy 0.5, cross entropy is 1.21241(0.016 sec/batch=32 images) 
step 35900, idx 48480, training accuracy 0.75, cross entropy is 0.590151(0.016 sec/batch=32 images) 
step 36000, idx 1664, training accuracy 0.4375, cross entropy is 1.2983(0.016 sec/batch=32 images) 
step 36100, idx 4864, training accuracy 0.65625, cross entropy is 0.836945(0.016 sec/batch=32 images) 
step 36200, idx 8064, training accuracy 0.625, cross entropy is 0.869619(0.016 sec/batch=32 images) 
step 36300, idx 11264, training accuracy 0.65625, cross entropy is 0.904399(0.016 sec/batch=32 images) 
step 36400, idx 14464, training accuracy 0.75, cross entropy is 0.6092(0.016 sec/batch=32 images) 
step 36500, idx 17664, training accuracy 0.71875, cross entropy is 0.677854(0.016 sec/batch=32 images) 
step 36600, idx 20864, training accuracy 0.75, cross entropy is 0.597858(0.016 sec/batch=32 images) 
step 36700, idx 24064, training accuracy 0.75, cross entropy is 0.590358(0.017 sec/batch=32 images) 
step 36800, idx 27264, training accuracy 0.6875, cross entropy is 0.826936(0.017 sec/batch=32 images) 
step 36900, idx 30464, training accuracy 0.75, cross entropy is 0.583097(0.016 sec/batch=32 images) 
step 37000, idx 33664, training accuracy 0.875, cross entropy is 0.379684(0.016 sec/batch=32 images) 
step 37100, idx 36864, training accuracy 0.625, cross entropy is 0.842621(0.016 sec/batch=32 images) 
step 37200, idx 40064, training accuracy 0.65625, cross entropy is 0.789142(0.016 sec/batch=32 images) 
step 37300, idx 43264, training accuracy 0.65625, cross entropy is 0.80508(0.016 sec/batch=32 images) 
step 37400, idx 46464, training accuracy 0.71875, cross entropy is 0.665229(0.016 sec/batch=32 images) 
step 37500, idx 49664, training accuracy 0.65625, cross entropy is 0.804636(0.016 sec/batch=32 images) 
step 37600, idx 2848, training accuracy 0.65625, cross entropy is 0.781191(0.016 sec/batch=32 images) 
step 37700, idx 6048, training accuracy 0.5, cross entropy is 1.17559(0.016 sec/batch=32 images) 
step 37800, idx 9248, training accuracy 0.6875, cross entropy is 0.746165(0.016 sec/batch=32 images) 
step 37900, idx 12448, training accuracy 0.71875, cross entropy is 0.707698(0.016 sec/batch=32 images) 
step 38000, idx 15648, training accuracy 0.75, cross entropy is 0.60658(0.016 sec/batch=32 images) 
step 38100, idx 18848, training accuracy 0.625, cross entropy is 0.87887(0.016 sec/batch=32 images) 
step 38200, idx 22048, training accuracy 0.75, cross entropy is 0.589452(0.016 sec/batch=32 images) 
step 38300, idx 25248, training accuracy 0.6875, cross entropy is 0.767328(0.016 sec/batch=32 images) 
step 38400, idx 28448, training accuracy 0.625, cross entropy is 0.918007(0.016 sec/batch=32 images) 
step 38500, idx 31648, training accuracy 0.625, cross entropy is 0.887295(0.016 sec/batch=32 images) 
step 38600, idx 34848, training accuracy 0.53125, cross entropy is 1.08494(0.017 sec/batch=32 images) 
step 38700, idx 38048, training accuracy 0.75, cross entropy is 0.590184(0.016 sec/batch=32 images) 
step 38800, idx 41248, training accuracy 0.78125, cross entropy is 0.477125(0.016 sec/batch=32 images) 
step 38900, idx 44448, training accuracy 0.53125, cross entropy is 1.14113(0.016 sec/batch=32 images) 
step 39000, idx 47648, training accuracy 0.5625, cross entropy is 1.0249(0.017 sec/batch=32 images) 
step 39100, idx 832, training accuracy 0.71875, cross entropy is 0.787799(0.016 sec/batch=32 images) 
step 39200, idx 4032, training accuracy 0.625, cross entropy is 0.913066(0.017 sec/batch=32 images) 
step 39300, idx 7232, training accuracy 0.6875, cross entropy is 0.776712(0.016 sec/batch=32 images) 
step 39400, idx 10432, training accuracy 0.59375, cross entropy is 0.946193(0.016 sec/batch=32 images) 
step 39500, idx 13632, training accuracy 0.6875, cross entropy is 0.759863(0.017 sec/batch=32 images) 
step 39600, idx 16832, training accuracy 0.84375, cross entropy is 0.385644(0.016 sec/batch=32 images) 
step 39700, idx 20032, training accuracy 0.65625, cross entropy is 0.908737(0.016 sec/batch=32 images) 
step 39800, idx 23232, training accuracy 0.6875, cross entropy is 0.808019(0.016 sec/batch=32 images) 
step 39900, idx 26432, training accuracy 0.59375, cross entropy is 1.00889(0.016 sec/batch=32 images) 
step 40000, idx 29632, training accuracy 0.65625, cross entropy is 0.84735(0.016 sec/batch=32 images) 
step 40100, idx 32832, training accuracy 0.53125, cross entropy is 1.08677(0.017 sec/batch=32 images) 
step 40200, idx 36032, training accuracy 0.65625, cross entropy is 0.849516(0.016 sec/batch=32 images) 
step 40300, idx 39232, training accuracy 0.46875, cross entropy is 1.24238(0.016 sec/batch=32 images) 
step 40400, idx 42432, training accuracy 0.65625, cross entropy is 0.850934(0.016 sec/batch=32 images) 
step 40500, idx 45632, training accuracy 0.59375, cross entropy is 0.960544(0.016 sec/batch=32 images) 
step 40600, idx 48832, training accuracy 0.59375, cross entropy is 0.981884(0.016 sec/batch=32 images) 
step 40700, idx 2016, training accuracy 0.65625, cross entropy is 0.79373(0.016 sec/batch=32 images) 
step 40800, idx 5216, training accuracy 0.75, cross entropy is 0.588152(0.016 sec/batch=32 images) 
step 40900, idx 8416, training accuracy 0.65625, cross entropy is 0.795449(0.016 sec/batch=32 images) 
step 41000, idx 11616, training accuracy 0.71875, cross entropy is 0.662395(0.016 sec/batch=32 images) 
step 41100, idx 14816, training accuracy 0.6875, cross entropy is 0.748133(0.016 sec/batch=32 images) 
step 41200, idx 18016, training accuracy 0.625, cross entropy is 0.88594(0.016 sec/batch=32 images) 
step 41300, idx 21216, training accuracy 0.59375, cross entropy is 0.966208(0.016 sec/batch=32 images) 
step 41400, idx 24416, training accuracy 0.71875, cross entropy is 0.757373(0.016 sec/batch=32 images) 
step 41500, idx 27616, training accuracy 0.625, cross entropy is 0.89547(0.017 sec/batch=32 images) 
step 41600, idx 30816, training accuracy 0.65625, cross entropy is 0.804487(0.016 sec/batch=32 images) 
step 41700, idx 34016, training accuracy 0.59375, cross entropy is 1.07239(0.016 sec/batch=32 images) 
step 41800, idx 37216, training accuracy 0.75, cross entropy is 0.583227(0.017 sec/batch=32 images) 
step 41900, idx 40416, training accuracy 0.84375, cross entropy is 0.51001(0.017 sec/batch=32 images) 
step 42000, idx 43616, training accuracy 0.59375, cross entropy is 0.936321(0.016 sec/batch=32 images) 
step 42100, idx 46816, training accuracy 0.6875, cross entropy is 0.74762(0.016 sec/batch=32 images) 
step 42200, idx 0, training accuracy 0.75, cross entropy is 0.583214(0.016 sec/batch=32 images) 
step 42300, idx 3200, training accuracy 0.625, cross entropy is 0.900489(0.016 sec/batch=32 images) 
step 42400, idx 6400, training accuracy 0.75, cross entropy is 0.578279(0.016 sec/batch=32 images) 
step 42500, idx 9600, training accuracy 0.75, cross entropy is 0.585152(0.016 sec/batch=32 images) 
step 42600, idx 12800, training accuracy 0.6875, cross entropy is 0.739699(0.016 sec/batch=32 images) 
step 42700, idx 16000, training accuracy 0.625, cross entropy is 0.887328(0.016 sec/batch=32 images) 
step 42800, idx 19200, training accuracy 0.5625, cross entropy is 1.05713(0.016 sec/batch=32 images) 
step 42900, idx 22400, training accuracy 0.5625, cross entropy is 1.07143(0.016 sec/batch=32 images) 
step 43000, idx 25600, training accuracy 0.65625, cross entropy is 0.763269(0.017 sec/batch=32 images) 
step 43100, idx 28800, training accuracy 0.625, cross entropy is 0.88102(0.016 sec/batch=32 images) 
step 43200, idx 32000, training accuracy 0.71875, cross entropy is 0.649032(0.017 sec/batch=32 images) 
step 43300, idx 35200, training accuracy 0.59375, cross entropy is 0.943617(0.016 sec/batch=32 images) 
step 43400, idx 38400, training accuracy 0.625, cross entropy is 0.86676(0.016 sec/batch=32 images) 
step 43500, idx 41600, training accuracy 0.71875, cross entropy is 0.65626(0.017 sec/batch=32 images) 
step 43600, idx 44800, training accuracy 0.6875, cross entropy is 0.838538(0.016 sec/batch=32 images) 
step 43700, idx 48000, training accuracy 0.78125, cross entropy is 0.56689(0.016 sec/batch=32 images) 
step 43800, idx 1184, training accuracy 0.5625, cross entropy is 1.03454(0.016 sec/batch=32 images) 
step 43900, idx 4384, training accuracy 0.75, cross entropy is 0.584134(0.017 sec/batch=32 images) 
step 44000, idx 7584, training accuracy 0.6875, cross entropy is 0.732568(0.016 sec/batch=32 images) 
step 44100, idx 10784, training accuracy 0.6875, cross entropy is 0.727278(0.017 sec/batch=32 images) 
step 44200, idx 13984, training accuracy 0.71875, cross entropy is 0.674968(0.016 sec/batch=32 images) 
step 44300, idx 17184, training accuracy 0.75, cross entropy is 0.582793(0.017 sec/batch=32 images) 
step 44400, idx 20384, training accuracy 0.6875, cross entropy is 0.731229(0.016 sec/batch=32 images) 
step 44500, idx 23584, training accuracy 0.71875, cross entropy is 0.615412(0.016 sec/batch=32 images) 
step 44600, idx 26784, training accuracy 0.75, cross entropy is 0.58685(0.016 sec/batch=32 images) 
step 44700, idx 29984, training accuracy 0.6875, cross entropy is 0.721055(0.016 sec/batch=32 images) 
step 44800, idx 33184, training accuracy 0.6875, cross entropy is 0.754101(0.016 sec/batch=32 images) 
step 44900, idx 36384, training accuracy 0.65625, cross entropy is 0.851453(0.016 sec/batch=32 images) 
step 45000, idx 39584, training accuracy 0.6875, cross entropy is 0.794202(0.017 sec/batch=32 images) 
step 45100, idx 42784, training accuracy 0.6875, cross entropy is 0.721761(0.016 sec/batch=32 images) 
step 45200, idx 45984, training accuracy 0.53125, cross entropy is 1.10975(0.016 sec/batch=32 images) 
step 45300, idx 49184, training accuracy 0.875, cross entropy is 0.294843(0.016 sec/batch=32 images) 
step 45400, idx 2368, training accuracy 0.8125, cross entropy is 0.447675(0.016 sec/batch=32 images) 
step 45500, idx 5568, training accuracy 0.75, cross entropy is 0.587619(0.016 sec/batch=32 images) 
step 45600, idx 8768, training accuracy 0.65625, cross entropy is 0.810678(0.016 sec/batch=32 images) 
step 45700, idx 11968, training accuracy 0.71875, cross entropy is 0.707621(0.017 sec/batch=32 images) 
step 45800, idx 15168, training accuracy 0.75, cross entropy is 0.576888(0.017 sec/batch=32 images) 
step 45900, idx 18368, training accuracy 0.625, cross entropy is 0.866065(0.016 sec/batch=32 images) 
step 46000, idx 21568, training accuracy 0.6875, cross entropy is 0.721018(0.017 sec/batch=32 images) 
step 46100, idx 24768, training accuracy 0.78125, cross entropy is 0.548571(0.017 sec/batch=32 images) 
step 46200, idx 27968, training accuracy 0.65625, cross entropy is 0.892613(0.016 sec/batch=32 images) 
step 46300, idx 31168, training accuracy 0.53125, cross entropy is 1.0942(0.016 sec/batch=32 images) 
step 46400, idx 34368, training accuracy 0.6875, cross entropy is 0.745086(0.017 sec/batch=32 images) 
step 46500, idx 37568, training accuracy 0.71875, cross entropy is 0.662264(0.016 sec/batch=32 images) 
step 46600, idx 40768, training accuracy 0.6875, cross entropy is 0.726825(0.016 sec/batch=32 images) 
step 46700, idx 43968, training accuracy 0.8125, cross entropy is 0.433905(0.016 sec/batch=32 images) 
step 46800, idx 47168, training accuracy 0.53125, cross entropy is 1.0991(0.016 sec/batch=32 images) 
step 46900, idx 352, training accuracy 0.59375, cross entropy is 0.970443(0.016 sec/batch=32 images) 
step 47000, idx 3552, training accuracy 0.59375, cross entropy is 0.917744(0.016 sec/batch=32 images) 
step 47100, idx 6752, training accuracy 0.65625, cross entropy is 0.798389(0.017 sec/batch=32 images) 
step 47200, idx 9952, training accuracy 0.625, cross entropy is 0.944348(0.016 sec/batch=32 images) 
step 47300, idx 13152, training accuracy 0.625, cross entropy is 0.89294(0.016 sec/batch=32 images) 
step 47400, idx 16352, training accuracy 0.8125, cross entropy is 0.435528(0.016 sec/batch=32 images) 
step 47500, idx 19552, training accuracy 0.625, cross entropy is 0.946154(0.017 sec/batch=32 images) 
step 47600, idx 22752, training accuracy 0.53125, cross entropy is 1.15427(0.017 sec/batch=32 images) 
step 47700, idx 25952, training accuracy 0.78125, cross entropy is 0.5332(0.017 sec/batch=32 images) 
step 47800, idx 29152, training accuracy 0.625, cross entropy is 0.876584(0.016 sec/batch=32 images) 
step 47900, idx 32352, training accuracy 0.59375, cross entropy is 0.951857(0.016 sec/batch=32 images) 
step 48000, idx 35552, training accuracy 0.78125, cross entropy is 0.534006(0.016 sec/batch=32 images) 
step 48100, idx 38752, training accuracy 0.6875, cross entropy is 0.722825(0.016 sec/batch=32 images) 
step 48200, idx 41952, training accuracy 0.65625, cross entropy is 0.796236(0.016 sec/batch=32 images) 
step 48300, idx 45152, training accuracy 0.46875, cross entropy is 1.22823(0.017 sec/batch=32 images) 
step 48400, idx 48352, training accuracy 0.71875, cross entropy is 0.673185(0.016 sec/batch=32 images) 
step 48500, idx 1536, training accuracy 0.5625, cross entropy is 1.01157(0.016 sec/batch=32 images) 
step 48600, idx 4736, training accuracy 0.6875, cross entropy is 0.722323(0.016 sec/batch=32 images) 
step 48700, idx 7936, training accuracy 0.6875, cross entropy is 0.723441(0.016 sec/batch=32 images) 
step 48800, idx 11136, training accuracy 0.6875, cross entropy is 0.720838(0.016 sec/batch=32 images) 
step 48900, idx 14336, training accuracy 0.71875, cross entropy is 0.664801(0.016 sec/batch=32 images) 
step 49000, idx 17536, training accuracy 0.75, cross entropy is 0.589039(0.017 sec/batch=32 images) 
step 49100, idx 20736, training accuracy 0.75, cross entropy is 0.630069(0.016 sec/batch=32 images) 
step 49200, idx 23936, training accuracy 0.65625, cross entropy is 0.804329(0.017 sec/batch=32 images) 
step 49300, idx 27136, training accuracy 0.625, cross entropy is 0.880288(0.016 sec/batch=32 images) 
step 49400, idx 30336, training accuracy 0.6875, cross entropy is 0.729908(0.017 sec/batch=32 images) 
step 49500, idx 33536, training accuracy 0.65625, cross entropy is 0.814869(0.016 sec/batch=32 images) 
step 49600, idx 36736, training accuracy 0.75, cross entropy is 0.584006(0.016 sec/batch=32 images) 
step 49700, idx 39936, training accuracy 0.78125, cross entropy is 0.505872(0.016 sec/batch=32 images) 
step 49800, idx 43136, training accuracy 0.71875, cross entropy is 0.652269(0.016 sec/batch=32 images) 
step 49900, idx 46336, training accuracy 0.40625, cross entropy is 1.3739(0.017 sec/batch=32 images) 
step 50000, idx 49536, training accuracy 0.59375, cross entropy is 0.946349(0.016 sec/batch=32 images) 
step 50100, idx 2720, training accuracy 0.5625, cross entropy is 1.08437(0.016 sec/batch=32 images) 
step 50200, idx 5920, training accuracy 0.625, cross entropy is 0.868172(0.017 sec/batch=32 images) 
step 50300, idx 9120, training accuracy 0.75, cross entropy is 0.609087(0.017 sec/batch=32 images) 
step 50400, idx 12320, training accuracy 0.625, cross entropy is 0.87594(0.016 sec/batch=32 images) 
step 50500, idx 15520, training accuracy 0.5625, cross entropy is 1.01828(0.016 sec/batch=32 images) 
step 50600, idx 18720, training accuracy 0.78125, cross entropy is 0.504064(0.016 sec/batch=32 images) 
step 50700, idx 21920, training accuracy 0.625, cross entropy is 0.821975(0.016 sec/batch=32 images) 
step 50800, idx 25120, training accuracy 0.84375, cross entropy is 0.420211(0.016 sec/batch=32 images) 
step 50900, idx 28320, training accuracy 0.625, cross entropy is 0.872562(0.016 sec/batch=32 images) 
step 51000, idx 31520, training accuracy 0.75, cross entropy is 0.585644(0.016 sec/batch=32 images) 
step 51100, idx 34720, training accuracy 0.6875, cross entropy is 0.726544(0.017 sec/batch=32 images) 
step 51200, idx 37920, training accuracy 0.5625, cross entropy is 1.00868(0.016 sec/batch=32 images) 
step 51300, idx 41120, training accuracy 0.5, cross entropy is 1.15626(0.016 sec/batch=32 images) 
step 51400, idx 44320, training accuracy 0.71875, cross entropy is 0.653197(0.016 sec/batch=32 images) 
step 51500, idx 47520, training accuracy 0.5625, cross entropy is 1.01272(0.016 sec/batch=32 images) 
step 51600, idx 704, training accuracy 0.625, cross entropy is 0.891847(0.017 sec/batch=32 images) 
step 51700, idx 3904, training accuracy 0.71875, cross entropy is 0.652118(0.016 sec/batch=32 images) 
step 51800, idx 7104, training accuracy 0.59375, cross entropy is 0.953978(0.016 sec/batch=32 images) 
step 51900, idx 10304, training accuracy 0.78125, cross entropy is 0.511338(0.016 sec/batch=32 images) 
step 52000, idx 13504, training accuracy 0.65625, cross entropy is 0.804512(0.016 sec/batch=32 images) 
step 52100, idx 16704, training accuracy 0.65625, cross entropy is 0.793365(0.016 sec/batch=32 images) 
step 52200, idx 19904, training accuracy 0.65625, cross entropy is 0.818124(0.017 sec/batch=32 images) 
step 52300, idx 23104, training accuracy 0.625, cross entropy is 0.871002(0.017 sec/batch=32 images) 
step 52400, idx 26304, training accuracy 0.65625, cross entropy is 0.798195(0.016 sec/batch=32 images) 
step 52500, idx 29504, training accuracy 0.84375, cross entropy is 0.367954(0.016 sec/batch=32 images) 
step 52600, idx 32704, training accuracy 0.65625, cross entropy is 0.796315(0.016 sec/batch=32 images) 
step 52700, idx 35904, training accuracy 0.71875, cross entropy is 0.707698(0.016 sec/batch=32 images) 
step 52800, idx 39104, training accuracy 0.78125, cross entropy is 0.513772(0.017 sec/batch=32 images) 
step 52900, idx 42304, training accuracy 0.6875, cross entropy is 0.721843(0.017 sec/batch=32 images) 
step 53000, idx 45504, training accuracy 0.65625, cross entropy is 0.791848(0.016 sec/batch=32 images) 
step 53100, idx 48704, training accuracy 0.75, cross entropy is 0.587677(0.016 sec/batch=32 images) 
step 53200, idx 1888, training accuracy 0.59375, cross entropy is 0.941684(0.016 sec/batch=32 images) 
step 53300, idx 5088, training accuracy 0.65625, cross entropy is 0.803323(0.016 sec/batch=32 images) 
step 53400, idx 8288, training accuracy 0.59375, cross entropy is 0.940221(0.016 sec/batch=32 images) 
step 53500, idx 11488, training accuracy 0.78125, cross entropy is 0.540805(0.016 sec/batch=32 images) 
step 53600, idx 14688, training accuracy 0.5625, cross entropy is 1.02665(0.016 sec/batch=32 images) 
step 53700, idx 17888, training accuracy 0.625, cross entropy is 0.865072(0.016 sec/batch=32 images) 
step 53800, idx 21088, training accuracy 0.625, cross entropy is 0.888163(0.016 sec/batch=32 images) 
step 53900, idx 24288, training accuracy 0.625, cross entropy is 0.879984(0.016 sec/batch=32 images) 
step 54000, idx 27488, training accuracy 0.53125, cross entropy is 1.08304(0.017 sec/batch=32 images) 
step 54100, idx 30688, training accuracy 0.65625, cross entropy is 0.794162(0.016 sec/batch=32 images) 
step 54200, idx 33888, training accuracy 0.6875, cross entropy is 0.734044(0.016 sec/batch=32 images) 
step 54300, idx 37088, training accuracy 0.6875, cross entropy is 0.808835(0.016 sec/batch=32 images) 
step 54400, idx 40288, training accuracy 0.59375, cross entropy is 0.9383(0.017 sec/batch=32 images) 
step 54500, idx 43488, training accuracy 0.625, cross entropy is 0.867622(0.017 sec/batch=32 images) 
step 54600, idx 46688, training accuracy 0.75, cross entropy is 0.604693(0.017 sec/batch=32 images) 
step 54700, idx 49888, training accuracy 0.75, cross entropy is 0.58038(0.016 sec/batch=32 images) 
step 54800, idx 3072, training accuracy 0.6875, cross entropy is 0.721793(0.017 sec/batch=32 images) 
step 54900, idx 6272, training accuracy 0.59375, cross entropy is 0.938825(0.017 sec/batch=32 images) 
step 55000, idx 9472, training accuracy 0.625, cross entropy is 0.86575(0.016 sec/batch=32 images) 
step 55100, idx 12672, training accuracy 0.65625, cross entropy is 0.792328(0.016 sec/batch=32 images) 
step 55200, idx 15872, training accuracy 0.75, cross entropy is 0.578112(0.016 sec/batch=32 images) 
step 55300, idx 19072, training accuracy 0.71875, cross entropy is 0.661735(0.016 sec/batch=32 images) 
step 55400, idx 22272, training accuracy 0.6875, cross entropy is 0.795806(0.017 sec/batch=32 images) 
step 55500, idx 25472, training accuracy 0.6875, cross entropy is 0.741047(0.016 sec/batch=32 images) 
step 55600, idx 28672, training accuracy 0.59375, cross entropy is 0.946855(0.016 sec/batch=32 images) 
step 55700, idx 31872, training accuracy 0.53125, cross entropy is 1.08131(0.017 sec/batch=32 images) 
step 55800, idx 35072, training accuracy 0.625, cross entropy is 0.894463(0.016 sec/batch=32 images) 
step 55900, idx 38272, training accuracy 0.46875, cross entropy is 1.22343(0.016 sec/batch=32 images) 
step 56000, idx 41472, training accuracy 0.6875, cross entropy is 0.757486(0.016 sec/batch=32 images) 
step 56100, idx 44672, training accuracy 0.8125, cross entropy is 0.446794(0.016 sec/batch=32 images) 
